CASE,REF,DV01_01,DV01_02,DV01_03,DV01_04,DV01_05,DV01_06,DV01_07,DV01_08,DV01_09,DV01_10,DV01_11,DV01_12,DV01_13,DV01_14,DV02_01,DV02_02,DV02_03,DV02_04,DV02_05,DV02_06,DV03_01,DV04_01,DV04_02,DV04_03,DV04_04,DV04_05,DV04_06,DV04_07,DV04_08,DV04_09,DV04_10,DV04_11,DV04_12,MV01_01,MV01_02,MV01_03,MV01_04,MV01_05,MV01_06,MV01_07,MV01_08,MV01_09,MV01_10,MV01_11,MV01_12,MV01_13,MV01_14,occupational_status,academic_discipline,IV01_CP,condition,CV01_01,CV01_02,CV01_03,CV01_04,CV01_05,CV01_06,CV01_07,CV01_08,CV01_09,CV01_10,CV02_01,CV02_02,CV02_03,CV02_04,CV02_05,PES_exp,CV03_01,CV03_02,CV03_03,CV03_04,CV03_05,CV03_06,CV03_07,CV03_08,CV03_09,CV03_10,CV03_11,CV03_12,CV03_13,CV03_14,CV03_15,CV04,CV04_01,CV04_02,CV04_03,CV04_04,CV05,veganism,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME,longstring,expertise,integritybenevolence,METI,credibility,eval,att,neutr,PES_freq
1067,fbl,5,5,5,4,4,5,5,4,4,4,5,5,5,4,4,1,3,4,4,4,4,5,3,5,5,5,3,2,3,3,2,3,3,5,4,4,5,4,2,3,4,4,3,4,1,3,4,university student,humanities,246,affected,4,4,4,4,4,6,6,5,5,5,5,3,4,4,4,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,5,5,2,38,35,NA,32,33,49,55,9,80,8,82,15,341,10,4.666666666666667,4.5,4.571428571428571,3.4285714285714284,3.5,3.5714285714285716,4,4
1068,fbl,5,6,6,6,6,5,6,6,6,6,6,6,6,6,4,4,5,2,3,4,5,1,4,1,1,3,3,3,2,5,3,2,2,4,3,4,5,4,1,5,4,4,3,5,2,4,6,working_with_degree,social_sciences,246,not affected,6,6,5,6,4,5,6,6,6,6,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,24,5,3,77,24,51,29,74,43,87,6,98,12,84,11,504,13,5.666666666666667,6,5.857142857142857,3.857142857142857,2.5,3.857142857142857,5.75,1.8
1069,fbl,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,3,5,4,4,4,5,3,3,3,3,3,3,3,2,3,3,2,3,6,5,5,6,5,4,6,6,4,6,6,4,6,5,working_with_degree,humanities,247,affected,5,5,4,5,5,5,6,4,5,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,not vegan,1528,6,30,48,28,NA,47,51,83,54,17,11,13,113,27,382,14,4.833333333333333,4.75,4.785714285714286,4.285714285714286,2.8333333333333335,5.285714285714286,4.75,2.2
1082,id,4,4,5,4,5,4,5,5,3,5,3,2,4,4,5,5,5,6,4,5,5,5,3,4,4,5,4,5,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,5,6,5,university student,life_sciences,247,not affected,4,5,4,4,3,5,5,3,5,4,5,3,3,3,4,4,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,45,7,30,56,34,NA,77,65,96,73,13,80,15,151,31,539,11,4.333333333333333,3.875,4.071428571428571,5,3.25,5.857142857142857,4.25,3.6
1084,id,6,6,6,6,5,6,5,6,4,4,5,5,5,4,5,5,5,5,6,5,5,1,2,3,2,2,2,2,3,2,2,2,1,6,6,5,6,5,4,5,6,6,3,5,3,4,5,university student,social_sciences,248,not affected,5,4,5,5,4,6,6,3,5,5,2,4,3,3,3,9,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,73,17,27,64,25,NA,40,64,110,62,14,151,16,126,13,573,4,5.833333333333333,4.75,5.214285714285714,5.142857142857143,2,4.928571428571429,4.75,3
1086,vpp,3,6,6,3,3,6,6,6,6,6,6,6,6,6,5,4,6,3,5,6,5,1,2,1,1,4,2,2,2,2,2,1,1,5,4,3,6,5,4,5,6,5,5,6,3,6,6,not_working_without_degree,NA,249,not affected,4,4,5,4,3,6,6,5,6,5,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,119,12,22,51,53,38,39,49,68,76,14,66,23,113,25,499,10,4.5,6,5.357142857142857,4.857142857142857,1.75,4.928571428571429,4.25,3
1089,fbl,5,3,3,3,2,4,5,5,5,4,5,5,5,5,4,5,5,2,5,5,4,3,2,2,3,2,2,2,2,3,3,2,5,6,6,6,6,6,3,6,6,6,4,6,6,5,6,university student,social_sciences,250,affected,5,4,5,5,3,5,6,3,6,5,4,5,4,5,5,10,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,not vegan,16,49,13,34,12,NA,30,27,44,34,6,7,11,60,13,218,5,3.3333333333333335,4.875,4.214285714285714,4.285714285714286,2.5833333333333335,5.571428571428571,4.75,4.6
1122,fbl,6,5,6,6,5,6,4,4,4,4,4,4,4,4,5,5,6,5,4,6,5,2,2,4,2,4,3,2,4,3,3,2,2,6,6,5,4,6,3,6,6,6,6,6,4,6,5,working_with_degree,social_sciences,253,affected,2,2,2,2,3,5,5,4,5,4,5,4,4,5,5,14,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,not vegan,12,8,16,40,69,NA,51,58,73,67,12,37,13,123,22,436,11,5.666666666666667,4,4.714285714285714,5.142857142857143,2.75,5.357142857142857,2,4.6
1123,fbl,6,6,6,6,6,6,6,6,6,6,3,6,6,6,4,5,5,4,3,5,4,2,3,3,1,5,5,4,4,4,4,1,2,4,2,2,4,1,1,2,2,4,5,4,1,2,2,university student,social_sciences,253,not affected,4,4,4,5,4,5,6,4,5,3,4,1,2,3,3,8,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,not vegan,14,5,11,43,19,NA,63,47,67,80,7,33,15,159,26,385,10,6,5.625,5.785714285714286,4.285714285714286,3.1666666666666665,2.5714285714285716,4.25,2.6
1127,id,5,6,6,6,5,5,6,6,6,6,6,6,6,6,1,5,6,4,6,6,6,2,2,2,2,2,2,1,2,2,1,1,2,5,3,4,5,2,1,4,6,3,4,2,1,6,6,university student,social_sciences,254,not affected,4,3,4,4,4,5,5,4,5,4,5,3,4,4,3,7,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,154,6,17,52,17,NA,33,42,67,75,9,70,18,106,41,400,8,5.5,6,5.785714285714286,4.857142857142857,1.75,3.7142857142857144,3.75,3.8
1135,fb,4,6,5,4,4,5,5,5,4,5,5,5,5,5,2,3,3,2,2,5,4,3,2,3,2,5,5,6,3,5,5,2,4,2,1,1,4,1,1,2,2,2,1,3,2,2,6,working_with_degree,other,255,affected,5,5,5,4,3,5,6,4,5,4,3,3,1,3,3,8,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,not vegan,9,6,25,62,22,NA,54,115,86,74,15,181,14,171,9,648,5,4.666666666666667,4.875,4.785714285714286,3,3.75,2.142857142857143,4.75,2.6
1140,fbl,3,4,4,3,3,3,5,5,4,4,4,4,3,4,3,1,3,2,2,2,3,2,3,2,2,2,2,1,2,2,1,4,4,5,6,6,6,5,1,6,6,6,6,6,6,6,6,university student,social_sciences,256,affected,6,6,6,6,4,6,6,2,6,4,4,4,4,4,4,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,vegan,36,55,34,53,80,NA,93,52,97,59,9,622,32,85,49,1131,9,3.3333333333333335,4.125,3.7857142857142856,2.2857142857142856,2.25,5.5,6,4
1141,id,6,6,6,6,5,6,6,6,6,6,5,5,6,6,5,4,5,5,5,4,5,4,3,2,5,6,3,5,5,2,2,2,3,5,4,5,5,6,2,5,5,4,5,6,1,1,1,working_with_degree,humanities,256,not affected,5,4,3,5,3,5,6,4,5,5,4,4,3,4,4,10,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,not vegan,12,6,21,56,23,NA,38,53,77,73,11,146,15,121,25,513,9,5.833333333333333,5.75,5.785714285714286,4.714285714285714,3.5,3.9285714285714284,4.25,3.8
1144,fbl,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,3,5,4,5,5,5,2,2,5,2,5,3,2,2,2,1,3,2,6,6,6,6,4,2,6,6,6,6,6,4,5,6,university student,natural_sciences,257,not affected,4,4,4,5,4,5,6,4,6,5,3,2,3,3,4,7,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,not vegan,2293,5,17,58,21,NA,44,28,53,54,8,41,13,88,20,337,8,5.5,5.125,5.285714285714286,4.571428571428571,2.5833333333333335,5.357142857142857,4.25,3
1162,fbl,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,1,3,3,4,5,5,2,3,4,2,2,3,2,2,2,2,2,2,5,6,5,6,6,5,6,1,5,6,6,5,5,6,university student,natural_sciences,259,not affected,6,3,6,6,2,6,5,2,5,3,4,3,2,4,4,10,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,not vegan,74,43,57,94,108,27,121,97,93,132,18,129,20,201,58,896,7,4.333333333333333,4.875,4.642857142857143,3.5714285714285716,2.3333333333333335,5.214285714285714,5.25,3.4
1163,fbl,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,2,3,2,2,2,2,2,2,3,2,4,2,3,2,2,6,3,2,3,2,2,1,2,1,1,2,university student,social_sciences,259,affected,5,6,6,6,4,6,6,1,6,6,4,3,4,4,4,7,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,not vegan,26,4,25,63,27,NA,29,51,64,91,11,124,12,96,7,497,14,5,5,5,4.428571428571429,2.3333333333333335,2.2857142857142856,5.75,3.8
1166,vpp,5,5,6,5,5,6,6,5,4,6,5,6,5,4,4,3,5,2,4,3,5,3,2,4,3,4,3,3,2,3,2,1,1,4,3,4,5,3,3,5,5,3,3,5,2,2,2,not_working_without_degree,NA,260,affected,5,5,4,5,4,5,6,5,6,5,4,4,3,3,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,11,26,26,67,21,NA,115,98,113,117,11,56,24,172,11,648,8,5.333333333333333,5.125,5.214285714285714,3.7142857142857144,2.5833333333333335,3.5,4.75,3.8
1168,fbl,5,5,6,5,3,5,6,5,5,6,6,6,5,4,4,4,4,4,5,5,4,3,1,5,5,5,4,3,3,2,2,2,4,5,6,5,4,3,3,5,6,4,5,5,6,6,6,university student,natural_sciences,261,affected,5,4,5,6,3,6,6,4,5,5,3,3,2,4,2,8,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,vegan,44,9,36,51,48,NA,64,71,75,77,12,284,22,123,78,740,5,4.833333333333333,5.375,5.142857142857143,4.285714285714286,3.25,4.928571428571429,5,2.8
1187,zp,5,5,6,5,4,5,5,6,5,5,3,3,4,4,6,3,5,5,6,3,6,4,1,3,3,3,2,1,3,1,2,2,1,6,6,6,6,6,5,6,6,6,6,6,6,6,6,in_training,NA,263,not affected,5,4,4,5,5,6,6,4,6,4,5,1,4,5,3,8,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,not vegan,4,6,27,61,24,NA,38,42,65,46,8,23,15,90,7,349,8,5,4.375,4.642857142857143,4.857142857142857,2.1666666666666665,5.928571428571429,4.5,3.6
1189,id,6,6,6,6,6,6,5,6,5,5,6,6,6,6,3,2,3,2,2,4,5,5,4,4,5,5,5,6,3,6,6,2,3,3,2,2,5,3,1,1,4,2,2,3,2,5,4,university student,life_sciences,263,affected,4,4,4,4,3,6,6,4,4,4,4,4,4,5,4,12,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,not vegan,16,6,10,69,24,NA,27,37,57,72,12,27,10,121,36,345,6,6,5.625,5.785714285714286,3,4.5,2.7857142857142856,4,4.2
